track_id,track_name,artist_name,album_name,release_date,explicit,duration_ms,popularity,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,album_artwork_url,is_feature,is_album_track
3uya2Ph2zB84JMR28vqWK0,Pay for It (feat. Kendrick Lamar & Chantal),Jay Rock,Pay for It (feat. Kendrick Lamar & Chantal),2014-10-27,True,242733,36,0.371,0.743,0.331,189.766,-8.13,0.354,0.394,5.41e-06,0.123,https://i.scdn.co/image/ab67616d00001e0239fd06ac9ac6756fb1c8340b,True,False
34xSlAT7cOUZj5B6bdXgXQ,Crime (feat. Kendrick Lamar),Mayer Hawthorne,Where Does This Door Go (Deluxe Edition),2013-01-01,True,280400,24,0.572,0.771,0.485,94.988,-7.353,0.0499,0.0455,6.31e-05,0.0416,https://i.scdn.co/image/ab67616d00001e023f8bb8f846f3eff23924768d,True,False
4jMVNbIJ6l6XScHsoLMQX6,That’s Me Right There (feat. Kendrick Lamar),Jasmine V,That's Me Right There,2014-08-05,False,208502,40,0.68,0.64,0.675,129.953,-5.542,0.0497,0.0106,0.0,0.059,https://i.scdn.co/image/ab67616d00001e02cc081da0eb7274e292d93cf8,True,False
6i45eLXuFCXNAXzTpnzwCr,Kendrick Lamar's Interlude (feat. Kendrick Lamar),Ab-Soul,These Days...,2014-06-24,True,299577,0,0.435,0.785,0.358,121.73,-6.892,0.194,0.152,0.0,0.438,https://i.scdn.co/image/ab67616d00001e02c02154636b128b52c8654fdf,True,False
01A7PEPSnmtixFPfB2UTal,Buy The World (feat. Kendrick Lamar),Mike WiLL Made-It,Buy The World,2014-06-17,True,226693,45,0.793,0.631,0.231,119.971,-6.109,0.0998,0.0406,0.000478,0.207,https://i.scdn.co/image/ab67616d00001e0243ac148faa1b021a29e0834c,True,False
6Aj2H0Z0v0JgnSfPEwCgW0,Babylon (feat. Kendrick Lamar),SZA,Z,2014-04-08,True,234284,54,0.51,0.71,0.367,131.891,-6.891,0.113,0.629,0.0,0.0607,https://i.scdn.co/image/ab67616d00001e0232f1a3721efb2ddfb91b9c82,True,False
44EkzAU92xwm30YpD4p31i,It's On Again (feat. Kendrick Lamar) - From The Amazing Spider-Man 2 Soundtrack,Alicia Keys,It's On Again (feat. Kendrick Lamar) [From The Amazing Spider-Man 2 Soundtrack],2014-04-25,False,229827,56,0.647,0.687,0.494,110.14,-5.274,0.121,0.06,0.0,0.495,https://i.scdn.co/image/ab67616d00001e02097e331884eed1edc8925c6d,True,False
58AyPFJSaRDpr6cj2LYFFG,Backwards (feat. Kendrick Lamar),Tame Impala,Divergent: Original Motion Picture Soundtrack,2014-01-01,False,234773,35,0.531,0.95,0.654,150.071,-4.087,0.177,0.059,6.25e-06,0.108,https://i.scdn.co/image/ab67616d00001e0213c813c97d3bdf1ecb360853,True,False
3ZleMz9RX3gDpINe4A7ojJ,"Focus (feat. ProVerb, Latoiya Williams, Kendrick Lamar)",Ras Kass,Barmageddon,2013-02-12,True,216226,7,0.907,0.641,0.497,108.503,-7.142,0.133,0.0135,1.62e-05,0.0624,https://i.scdn.co/image/ab67616d00001e025e27afce3432aac1ce6bdd8d,True,False
54jGeYL2hUk78OHDDTXfew,Power Circle (feat. Rick Ross & Kendrick Lamar),Gunplay,"MMG Presents: Self Made, Vol. 2",2012-06-25,True,516826,5,0.586,0.744,0.473,159.985,-6.552,0.396,0.16,0.0,0.277,https://i.scdn.co/image/ab67616d00001e027069c64cc85fcd37b9d6e8d1,True,False
0fHy5kmMXGsbaupNXw0zgl,100 Favors (feat. Kendrick Lamar),Rich Gang,100 Favors,2013-01-01,True,248120,0,0.505,0.637,0.0977,73.868,-5.824,0.115,0.225,0.0,0.129,https://i.scdn.co/image/ab67616d00001e02581fca62d7c95f5a2d7c7a12,True,False
67m7F9y62T7B6Qt0Q2QXr1,My Boombox (feat. Kendrick Lamar),Bigg Steele,Skorcezzi,2014-03-04,True,231601,5,0.516,0.867,0.521,161.1,-6.759,0.105,0.000175,0.0,0.0824,https://i.scdn.co/image/ab67616d00001e02c82a30739a658c95f53a2847,True,False
4xhyLoAlssBTXH0cXqUZPI,Rossi Wine (feat. Kendrick Lamar),Droop-E,Hungry and Humble,2013-07-16,True,252700,28,0.637,0.778,0.0632,140.007,-7.16,0.104,0.0303,0.0,0.278,https://i.scdn.co/image/ab67616d00001e02dea7c813a96b88fec9494536,True,False
1uWkVUZVqH5142GmIZvWWM,"Fa Sho (feat. Kendrick Lamar, Jay Rock & Freeway)",Balance,In Case You Slept,2013-12-17,True,259866,12,0.658,0.636,0.429,89.098,-11.69,0.391,0.0832,0.0,0.261,https://i.scdn.co/image/ab67616d00001e02a9e1760c097625615da60dda,True,False
62IUpguTYDExJQL9wVMVz5,Go Off (feat. Kendrick Lamar),Reek da Villian,Reek What You Sow,2015-10-26,True,167053,0,0.87,0.691,0.551,102.307,-8.931,0.314,0.0632,0.0,0.114,https://i.scdn.co/image/ab67616d00001e02564de3ebb09b852136cfcb90,True,False
2jpDAw0ehIRhYwYZkJjuRt,Two Presidents (feat. Kendrick Lamar),YG Hootie,Destroy & Rebuild,2014-10-21,True,230000,27,0.76,0.643,0.623,124.097,-5.082,0.244,0.534,0.0,0.102,https://i.scdn.co/image/ab67616d00001e023283897f024bc0cd72227ffe,True,False
09WkOmmVBwqii0dT7SdRTQ,Really Be (Smokin N Drinkin) (feat. Kendrick Lamar),YG,My Krazy Life,2014-03-18,True,310878,44,0.766,0.542,0.678,146.026,-8.467,0.392,0.00476,9.27e-06,0.668,https://i.scdn.co/image/ab67616d00001e02d5e1093f3b6f0a59114a4905,True,False
69yfbpvmkIaB10msnKT7Q5,Radioactive (feat. Kendrick Lamar),Imagine Dragons,Radioactive,2014-01-01,True,276040,58,0.483,0.894,0.278,139.858,-3.9,0.223,0.0407,0.0,0.282,https://i.scdn.co/image/ab67616d00001e02d8941843ba4d684f76a94956,True,False
2HLbZPvi1GHZ8jzLYNltmM,Love Game (feat. Kendrick Lamar),Eminem,The Marshall Mathers LP2 (Deluxe),2013-11-05,True,296953,0,0.779,0.943,0.696,105.441,-2.524,0.174,0.364,0.0,0.641,https://i.scdn.co/image/ab67616d00001e024f22365402a62c4f6e1adb44,True,False
0scD5I6rqJ94Vv2D7ZMwRr,Jealous (feat. Kendrick Lamar),Fredo Santana,Trappin Ain't Dead,2013-10-31,True,259839,0,0.771,0.371,0.215,137.861,-9.796,0.331,0.116,0.0,0.0804,https://i.scdn.co/image/ab67616d00001e024972a7c96d96b0e0a2782663,True,False
5c7yH6ivcTqyHcMkHWTiFY,Nosetalgia (feat. Kendrick Lamar),Pusha T,My Name Is My Name,2013-01-01,True,216053,0,0.574,0.795,0.723,80.975,-3.919,0.318,0.0257,0.0,0.132,https://i.scdn.co/image/ab67616d00001e02fe45cac8ac15d3bce1c95f2f,True,False
6SB2sufUkTTb3Ovjw6TELT,Give It 2 U - Remix (feat. Kendrick Lamar),Robin Thicke,Blurred Lines (Deluxe),2013-01-01,True,257466,26,0.692,0.83,0.586,127.05,-3.748,0.0619,0.0924,0.0,0.185,https://i.scdn.co/image/ab67616d00001e02bf4733171d920f2a62b24713,True,False
6LpavSgQBTJmf7KteLNyKI,Control (feat. Kendrick Lamar),King Kendrick,King Kendrick Diss,2013,False,450163,0,0.508,0.927,0.737,84.976,-6.12,0.389,0.207,0.0,0.298,https://i.scdn.co/image/ab67616d00001e028d550c1a81320d0729f5b903,True,False
1TycxSppuyhz7NVbiOs870,Triangle Ship (feat. Kendrick Lamar),Terrace Martin,3ChordFold,2013-08-13,False,340497,18,0.357,0.47,0.253,171.347,-12.173,0.383,0.0516,0.0,0.118,https://i.scdn.co/image/ab67616d00001e02c1274d43b13bb2fb3506da2d,True,False
1mvDFqbbmgmMmU6U4dIq5m,Forbidden Fruit (feat. Kendrick Lamar),J. Cole,Born Sinner (Deluxe Version),2013-06-18,True,268666,62,0.84,0.504,0.406,110.027,-9.354,0.383,0.546,0.00131,0.211,https://i.scdn.co/image/ab67616d00001e02c1bb124f993488cf21b269fc,True,False
7L3YDa0Fd8pmzpAyu6EKOS,Fragile (feat. Kendrick Lamar),Tech N9ne,Something Else,2013-07-30,True,236373,54,0.715,0.468,0.673,194.902,-7.664,0.147,0.0994,0.0,0.125,https://i.scdn.co/image/ab67616d00001e025021c52bfa5ca127b5d35d7f,True,False
5nkUIVKqOqdpB6ApKgEMkv,Stay Ready (What A Life) (feat. Kendrick Lamar),Jhené Aiko,Sail Out,2013-01-01,True,382760,75,0.347,0.493,0.308,82.887,-11.548,0.29,0.455,0.00366,0.127,https://i.scdn.co/image/ab67616d00001e02a0fa057b8ad3f3c4969f0c97,True,False
0C79sQhgGvnJn9oYxQHW4s,Flower Child (feat. Kendrick Lamar),Nitty Scott,"The Boombox Diaries, Vol. 1 - EP",2012-08-28,True,202447,0,0.784,0.512,0.705,95.024,-9.058,0.342,0.763,0.0,0.111,https://i.scdn.co/image/ab67616d00001e0245669fef026e3d01bebd0bcd,True,False
0zO8ctW0UiuOefR87OeJOZ,Collard Greens (feat. Kendrick Lamar),ScHoolboy Q,Oxymoron (Deluxe),2014-01-01,True,299960,74,0.825,0.573,0.66,153.956,-4.872,0.0638,0.0255,9.19e-06,0.205,https://i.scdn.co/image/ab67616d00001e0236977e237a8f70ec6c990636,True,False
2IU9XtrbGviQfWAjg4x9kc,Better Off (feat. Kendrick Lamar),Quadron,Avalanche,2013-05-31,False,264680,29,0.565,0.432,0.446,176.157,-11.175,0.11,0.672,0.00231,0.0837,https://i.scdn.co/image/ab67616d00001e02ffb3df1fafad61fa764731a3,True,False
4wuqlQXpPpEVRhCCyvoe1u,UOENO (feat. Kendrick Lamar),Black Hippy,Uoeno,2019-07-22,True,342285,48,0.799,0.547,0.596,124.584,-7.728,0.333,0.516,0.0,0.662,https://i.scdn.co/image/ab67616d00001e0257939d973a8579b1ddffe15a,True,False
5T8nNdT27aEpPv62Ss0Dsp,Street Dreamin (feat. Kendrick Lamar),Bridget Kelly,Street Dreamin,2013-01-01,True,209733,0,0.55,0.883,0.637,186.146,-6.476,0.247,0.0486,0.0,0.252,https://i.scdn.co/image/ab67616d00001e021c8261244199dc109783b9ea,True,False
7HetWRCNDPHhiksK6VrAG1,Push Thru (feat. Kendrick Lamar),Talib Kweli,Push Thru (feat. Kendrick Lamar and Curren$y),2012,True,300800,25,0.388,0.739,0.462,74.232,-5.446,0.108,0.0737,1.24e-06,0.069,https://i.scdn.co/image/ab67616d00001e02567c147503e8b84dea587971,True,False
0A2lJqfi04TKDTJYoKBxa9,"Memories Back Then (feat. B.o.B, Kendrick Lamar & Kris Stephens)",T.I.,"Memories Back Then (feat. B.o.B, Kendrick Lamar & Kris Stephens)",2013-09-18,True,304320,48,0.796,0.504,0.221,130.01,-10.989,0.0524,0.115,0.0,0.136,https://i.scdn.co/image/ab67616d00001e02e16015c3852fce23898e9db1,True,False
6IPZkjmCvqDY3RVCkRxr9r,Solo Dolo Part II (feat. Kendrick Lamar),Kid Cudi,Indicud,2013-04-12,True,214440,42,0.731,0.895,0.293,105.192,-5.526,0.295,0.149,2.62e-05,0.185,https://i.scdn.co/image/ab67616d00001e02b9ab5cc935d2327a7d2bc629,True,False
4VnYL2m6J9kWrBSw22CXwx,We Up (feat. Kendrick Lamar),50 Cent,We Up,2013-01-01,True,198773,47,0.746,0.756,0.416,103.08,-6.678,0.325,0.533,0.0,0.0803,https://i.scdn.co/image/ab67616d00001e02948a552456f234d906bf2c93,True,False
2dDCkXBbVDI4YR21lrQRK6,How Many Drinks? (feat. Kendrick Lamar),Miguel,How Many Drinks? (feat. Kendrick Lamar),2013-04-10,True,270160,47,0.425,0.6,0.24,88.767,-7.016,0.159,0.0033,4.05e-05,0.127,https://i.scdn.co/image/ab67616d00001e02020ef0c83997cf3f8c4badf7,True,False
5KGLJFlE9iAjKubfW07ZZy,YOLO (feat. Kendrick Lamar),The Lonely Island,The Wack Album,2013-01-01,False,184640,24,0.611,0.871,0.66,160.032,-3.003,0.275,0.0284,0.0,0.157,https://i.scdn.co/image/ab67616d00001e02e96f151ce90b66c152ec1fbc,True,False
1eLU27PPFxBhbp1CBjPh9J,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),2013,True,372173,62,0.489,0.878,0.775,81.497,-3.36,0.368,0.351,0.0,0.698,https://i.scdn.co/image/ab67616d00001e022ae92030b51fb8135d694af9,True,False
6zZ1sPk865qtbageCHRjxZ,Let Us Move On (feat. Kendrick Lamar),Dido,Girl Who Got Away (Expanded Edition),2013-03-04,False,250360,32,0.597,0.69,0.227,87.051,-7.276,0.0422,0.00482,0.000749,0.171,https://i.scdn.co/image/ab67616d00001e024152de27d85f3fa7838e1184,True,False
3uDqWDYpdWRmLrKUavldAw,See No Evil (feat. Kendrick Lamar),The Game,Jesus Piece,2012-01-01,True,284306,0,0.484,0.456,0.0763,157.21,-9.057,0.292,0.551,0.0,0.144,https://i.scdn.co/image/ab67616d00001e0267b69f4b53f05c6a7501cc66,True,False
2PESE8ilPrfmPeaLdMoP6t,Cross-Trainers (feat. Kendrick Lamar & Blu),Pac Div,The Div / GMB,2015-05-19,True,264293,0,0.526,0.927,0.452,89.787,-3.179,0.259,0.00521,0.0,0.273,https://i.scdn.co/image/ab67616d00001e02999ee0e9322e50c05d202744,True,False
4XoP1AkbOurU9CeZ2rMEz2,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),2013-01-11,True,233786,2,0.869,0.687,0.668,96.006,-6.816,0.263,0.0208,1e-06,0.114,https://i.scdn.co/image/ab67616d00001e023265ed162fa2dd5ec6434ee4,True,False
63q8MyDPEfsLZlas5oJw8Z,Cryin Wolf (feat. Kendrick Lamar),ZZ Ward,Til the Casket Drops,2012-01-01,False,241213,27,0.793,0.578,0.433,116.962,-6.813,0.0907,0.128,0.00104,0.29,https://i.scdn.co/image/ab67616d00001e02b02f642851816d9384b90aa6,True,False
2pgzZ7VrMR6E3LbRNlsMdl,B-Boyz (feat. Kendrick Lamar),Birdman,B-Boyz,2012-01-01,True,313720,11,0.579,0.897,0.546,143.124,-4.368,0.232,0.0176,4.2e-06,0.317,https://i.scdn.co/image/ab67616d00001e021021a7bdeff5961c106d1266,True,False
5T7KGjaUeMJjFpRUibdMtB,They Ready (feat. Kendrick Lamar),DJ Khaled,Kiss The Ring (Deluxe),2012-01-01,True,194253,0,0.601,0.887,0.724,151.893,-3.623,0.347,0.101,0.0,0.403,https://i.scdn.co/image/ab67616d00001e0297c557e5bfc8e8cf8ab880c4,True,False
5o5t7ykYl224QyA4k0SwKj,I'm Ghost (feat. Kendrick Lamar),Infamous DJ Haze,I'm Ghost,2012-03-26,False,165825,5,0.53,0.797,0.61,96.066,-7.006,0.243,0.0502,0.0,0.883,https://i.scdn.co/image/ab67616d00001e022bc90a19d262aa4747e05fbe,True,False
6eJCN7ln9nOXoe6nV60CnO,Catch A Fade (feat. Kendrick Lamar),E-40,The Block Brochure: Jumbo Pack,2015-05-04,True,248559,0,0.584,0.677,0.469,81.992,-6.985,0.334,0.114,0.0,0.388,https://i.scdn.co/image/ab67616d00001e0244d415428972998ae78ed971,True,False
7Ca6kyvnZrXDJIlYXGxcyJ,Live in My Bed (feat. Kendrick Lamar),Frank Anthony,Live in My Bed (feat. Kendrick Lamar),2013-01-07,True,296464,2,0.583,0.867,0.343,128.062,-3.061,0.0451,0.162,0.0,0.423,https://i.scdn.co/image/ab67616d00001e02b823acd0b0c4f8501b77558f,True,False
2ZblN6mtRfOB3sS8Z8bLY6,Star Life (feat. Kendrick Lamar),Lyn Charles,Star Life (feat. Kendrick Lamar),2012-03-04,False,209059,21,0.789,0.933,0.412,122.152,-1.871,0.258,0.0451,1.13e-06,0.314,https://i.scdn.co/image/ab67616d00001e02662e0130f39fedfc96765269,True,False
3KiHviQnMqQqvbQ7Bo6ZS0,You Don't Like (feat. Kendrick Lamar),Melo Kan,Mama's Only Sun,2012-03-20,False,208806,41,0.648,0.864,0.762,150.906,-5.099,0.301,0.304,0.0,0.38,https://i.scdn.co/image/ab67616d00001e023a9ef4df859b0f0ab5eab052,True,False
5R5P99xkLarzSolqb7xd7k,"My Way (feat. Common, Lloyd & Kendrick Lamar)",DJ Drama,Quality Street Music,2012-10-02,True,218386,0,0.715,0.439,0.319,82.072,-7.596,0.157,0.132,0.0,0.106,https://i.scdn.co/image/ab67616d00001e02ebe298eb7e5c38bd1d6668aa,True,False
07gbvH9nMYyZr92vbiicCi,A1 Everything (feat. Kendrick Lamar),Meek Mill,Dreamchasers 2,2012-05-07,True,173400,36,0.511,0.597,0.806,85.602,-9.88,0.377,0.00607,0.0,0.297,https://i.scdn.co/image/ab67616d00001e023e1a2db813bd01027106e470,True,False
6eTwu8I7nosvp2AhMlJz2m,I Remember (feat. Kendrick Lamar),Skeme,Alive & Living,2012-10-16,True,290299,0,0.713,0.859,0.772,167.132,-6.407,0.234,0.0877,0.0,0.113,https://i.scdn.co/image/ab67616d00001e0243fd9fb774cd2714aa42c3b6,True,False
1waF10M9885TamPSsiK3hs,Black Lip Bastard (Rmx) (feat. Black Hippy) (feat. Kendrick Lamar),Ab-Soul,Control System,2012-05-11,True,348783,35,0.513,0.902,0.583,76.415,-1.354,0.37,0.155,0.0,0.689,https://i.scdn.co/image/ab67616d00001e02758f24ced78e29586d931404,True,False
3tK9aXMLi2QSMvxAS7rpv5,Illuminate (feat. Kendrick Lamar),Ab-Soul,Control System,2012-05-11,True,306730,51,0.719,0.855,0.504,132.83,-5.977,0.39,0.384,0.0,0.0696,https://i.scdn.co/image/ab67616d00001e02758f24ced78e29586d931404,True,False
2w9htZtkcbR48NCWzXjfvb,Fight the Feeling (feat. Kendrick Lamar),Mac Miller,Macadelic (Remastered Edition),2012-03-23,True,301769,1,0.569,0.881,0.811,148.067,-5.873,0.365,0.111,0.0,0.655,https://i.scdn.co/image/ab67616d00001e02908afd2dae7320208da889fd,True,False
2uujJLrRplaQMkEx8CybZ8,His Pain (feat. Kendrick Lamar),BJ The Chicago Kid,Pineapple Now-Laters,2012-02-21,False,329000,19,0.447,0.422,0.77,165.695,-11.076,0.167,0.872,5.6e-06,0.102,https://i.scdn.co/image/ab67616d00001e020cab3da75575f40a3e32c234,True,False
2pMOLATPaYxPeeU1XfH7Ss,I'm On 2.0 (feat. Kendrick Lamar),B.o.B,Black Print,2012-09-18,True,301053,34,0.529,0.826,0.632,138.631,-6.674,0.325,0.13,0.0,0.394,https://i.scdn.co/image/ab67616d00001e0235fcc6a9751f2a90847a4495,True,False
62DDZO6qytqQj7VCTwosOF,Sail - Tde Remix (feat. Kendrick Lamar & Ab Soul),AWOLNATION,Megalithic Symphony Deluxe,2011,False,240779,0,0.609,0.669,0.488,89.99,-7.157,0.072,0.0238,1.5e-05,0.0897,https://i.scdn.co/image/ab67616d00001e025a41b6c530b167ffba6a92f5,True,False
5MDvjyhIVrl7Lt8z0YEflo,College Girls (feat. Kendrick Lamar),8 Ounz,"Hip Hop Had a Dream: The World Wide Tape, Vol. 2",2012-03-05,True,273737,11,0.788,0.787,0.757,93.965,-4.665,0.243,0.246,0.0,0.745,https://i.scdn.co/image/ab67616d00001e029144d3416fbeae0941270b4c,True,False
2CAeV2xbF3kAKbScwBQUXF,Give Me Some Of You (feat. Kendrick Lamar),Terrace Martin,"Here, My Dear",2011-12-13,True,154800,26,0.636,0.724,0.592,190.355,-6.924,0.238,0.0697,0.0,0.188,https://i.scdn.co/image/ab67616d00001e02b490bbe26dcd314811bbcf03,True,False
3OMXlsNh8VKBHtueWYghSh,I Had No Idea (feat. Kendrick Lamar),Terrace Martin,"Here, My Dear",2011-12-13,True,223160,18,0.472,0.496,0.346,150.365,-11.712,0.158,0.215,1.91e-06,0.0897,https://i.scdn.co/image/ab67616d00001e02b490bbe26dcd314811bbcf03,True,False
5JWZ96zO5tirwJiiBEbxFR,Ridin' Roun Town (Remix) (feat. Kendrick Lamar),Casey Veggies,Sleeping in Class,2011-09-20,False,405747,22,0.559,0.845,0.448,142.0,-4.486,0.23,0.000692,0.0,0.309,https://i.scdn.co/image/ab67616d00001e02e1f44aa720c8bdcf4176605e,True,False
6tjxsNiHSu2XhtTwlIauIG,Do It Again (feat. Kendrick Lamar),Terrace Martin,Locke High 2,2011-10-25,True,251239,24,0.854,0.587,0.793,126.031,-10.013,0.219,0.122,0.0,0.232,https://i.scdn.co/image/ab67616d00001e0279f2ccf58d4d9044bb61fe40,True,False
1ap0EZeDrx2G6D6SoZVhTS,Reasons For Seasons (feat. Kendrick Lamar),Terrace Martin,Locke High 2,2011-10-25,True,207292,14,0.486,0.648,0.602,85.752,-9.429,0.364,0.0905,0.0,0.137,https://i.scdn.co/image/ab67616d00001e0279f2ccf58d4d9044bb61fe40,True,False
1ZyudLFv35SRvY5SvTZqJx,Buried Alive Interlude (feat. Kendrick Lamar),Drake,Take Care (Deluxe),2011-11-15,True,150960,56,0.711,0.543,0.801,102.01,-12.692,0.112,0.412,0.0,0.505,https://i.scdn.co/image/ab67616d00001e02c7ea04a9b455e3f68ef82550,True,False
3xmeva3dILhNSMe2aLda08,Over and Over (feat. Kendrick Lamar & Sophie Stern),Shwayze,Island in the Sun,2011-09-13,True,330176,0,0.694,0.778,0.636,150.026,-5.759,0.083,0.355,0.0,0.142,https://i.scdn.co/image/ab67616d00001e0207416fe293339b6421a0e666,True,False
7B1uCXXvHll5iglHyp4CkP,"Enjoy (West Coastin) (feat. Warren G, Murs & Kendrick Lamar)",9th Wonder,The Wonder Years,2011-09-27,True,203388,29,0.801,0.728,0.796,88.704,-6.221,0.359,0.0347,0.0,0.096,https://i.scdn.co/image/ab67616d00001e02878fdbe5118f66ab7dea3fd9,True,False
2Hqa8dOzF4vNQBj6z10HQl,How Far We Go (Uptown 81) (feat. Kendrick Lamar),Smoke DZA,The Hustler's Catalog,2011-04-10,True,208120,0,0.531,0.974,0.529,82.892,-3.863,0.428,0.227,0.0,0.0722,https://i.scdn.co/image/ab67616d00001e02550b6f5a96da04704a6745ca,True,False
5Q5ke86MJ7VsB0SrQwia5O,Ball Game (feat. Kendrick Lamar),Smoke DZA,Rolling Stoned,2011-08-30,True,144870,0,0.457,0.942,0.675,80.248,-3.711,0.43,0.44,0.0716,0.078,https://i.scdn.co/image/ab67616d00001e02de915c6fddb046eae2b5d7b7,True,False
6YCjFXmg82VWvvZOinpaxI,I Love Music (feat. Kendrick Lamar),Tech N9ne,All 6's And 7's,2011-06-07,True,226813,26,0.652,0.874,0.848,91.639,-3.504,0.332,0.217,0.0,0.273,https://i.scdn.co/image/ab67616d00001e026a0b17b302637c4094433f09,True,False
1jVarrWzkKnfQVI67E7WTT,Textbook Stuff (feat. Kendrick Lamar),XV,Zero Heroes,2022-04-15,True,247428,0,0.531,0.855,0.253,173.872,-7.635,0.342,0.0635,0.0,0.122,https://i.scdn.co/image/ab67616d00001e023f86c9e8c6a392efdddc212b,True,False
6ElQRz1lyOxDnrKFa61QV0,RapperPooh-a-lude (feat. Kendrick Lamar),Rapper Big Pooh,FatBoyFresh Vol. 1: For Members Only,2011-04-05,True,255895,19,0.742,0.544,0.204,91.042,-10.727,0.539,0.0673,0.0,0.0764,https://i.scdn.co/image/ab67616d00001e02c35ac0a72c1e4f1caf29fae1,True,False
1E3aKOxdp5Qu5WtrdWaGbF,Up Against The Wall (feat. Roc Marci & Kendrick Lamar),Consequence,Movies on Demand 2,2011-07-29,False,275265,41,0.513,0.915,0.727,80.815,-5.528,0.295,0.318,0.0,0.758,https://i.scdn.co/image/ab67616d00001e02c8200759976d9c2517060494,True,False
2iAPQ5Stbj7CIUThV8Udxq,"Say Wassup (feat. Sc Hoolboy Q, Ab Soul & Kendrick Lamar)",Jay Rock,Follow Me Home,2011-07-26,True,263346,45,0.757,0.771,0.203,77.024,-4.214,0.285,0.047,0.0,0.291,https://i.scdn.co/image/ab67616d00001e02a3304a767980bcc680874c66,True,False
6i6cWTCYBOKEdJnWjzm2yk,Hood Gone Love It (feat. Kendrick Lamar),Jay Rock,Follow Me Home,2011-07-26,True,245466,66,0.636,0.856,0.677,91.81,-3.974,0.312,0.0879,0.0,0.289,https://i.scdn.co/image/ab67616d00001e02a3304a767980bcc680874c66,True,False
6vul391xSdDR66GL0B5I3Y,Constipation (feat. Kendrick Lamar),Black Hippy,Longterm Mentality,2011-04-05,True,206937,27,0.7,0.884,0.639,110.066,-5.764,0.242,0.17,8.2e-06,0.199,https://i.scdn.co/image/ab67616d00001e0231770acc5bf39b3d2875fa64,True,False
6r7TooNgUM1qpUWkzMA0fU,Moscato (feat. Kendrick Lamar),Ab-Soul,Longterm Mentality,2011-04-05,True,279742,34,0.773,0.644,0.582,124.483,-8.782,0.133,0.245,0.0,0.344,https://i.scdn.co/image/ab67616d00001e0231770acc5bf39b3d2875fa64,True,False
7c96ddcW9lnRf2BOcmNUEA,Hell Yeah (feat. Kendrick Lamar),Ab-Soul,Longterm Mentality,2011-04-05,True,256992,21,0.555,0.69,0.305,149.874,-7.987,0.155,0.00477,0.0,0.445,https://i.scdn.co/image/ab67616d00001e0231770acc5bf39b3d2875fa64,True,False
7x9vJE3Xa7mIH106rzO9Tk,Rolling Stone (feat. Kendrick Lamar),Black Hippy,Setbacks,2011-01-11,True,216569,42,0.916,0.472,0.229,117.066,-12.263,0.0712,0.0188,0.0,0.167,https://i.scdn.co/image/ab67616d00001e02b972e856818dbcae8525b545,True,False
6TLSA1Tmw8RQxvAioq6je6,Birds & The Beez (feat. Kendrick Lamar),ScHoolboy Q,Setbacks,2011-01-11,True,260026,46,0.554,0.619,0.281,95.919,-10.628,0.269,0.12,0.0,0.341,https://i.scdn.co/image/ab67616d00001e02b972e856818dbcae8525b545,True,False
1hjOus1mOUJ5lObEg2I077,LigHt Years AHead (Sky HigH) (feat. Kendrick Lamar),ScHoolboy Q,Setbacks,2011-01-11,True,251783,34,0.767,0.631,0.77,163.024,-9.03,0.105,0.000602,0.00618,0.0673,https://i.scdn.co/image/ab67616d00001e02b972e856818dbcae8525b545,True,False
6m49tZii9UUttOgDozxjI1,The City (feat. Kendrick Lamar),The Game,The R.E.D. Album,2011-01-01,True,341453,42,0.574,0.787,0.302,144.474,-4.147,0.398,0.176,0.0,0.0918,https://i.scdn.co/image/ab67616d00001e029694b30f3bf3eb96a95e18da,True,False
1FnWyVYWz8K7zuLvmpUET6,El Campo Freestyle (feat. Kendrick Lamar),Tae Beast,Tae Beast Tape 1,2010-07-01,True,157962,1,0.604,0.947,0.884,80.342,-3.269,0.3,0.427,0.0,0.195,https://i.scdn.co/image/ab67616d00001e02fc26d036937cf2e1760a637d,True,False
6KjVDcQFmUf2zgYxmM8Yps,My People (feat. Kendrick Lamar),Kendrick Lamar,Bastards Of The Party (Original Motion Picture Soundtrack),2011-08-30,True,240933,0,0.647,0.495,0.502,87.426,-7.17,0.342,0.518,0.0,0.281,https://i.scdn.co/image/ab67616d00001e020d4911b818e922bdb61ea16e,True,False
26eqFi54f9O7LJytvbRkje,Jay Rock feat. Kendrick Lamar & Major James,Jay Rock,From Hood Tales to the Cover of XXL,2010-07-20,True,191893,0,0.627,0.647,0.674,88.028,-10.611,0.253,0.513,0.0,0.18,https://i.scdn.co/image/ab67616d00001e029c8fdf3916eaa468c1feebe9,True,False
56emeztyiUrCqYmTV1u6KC,"Nothing Less (feat. Ab Soul, Jay Rock & Kendrick Lamar)",Rapper Big Pooh,Delightful Bars: Apple Turnover Version,2009-03-24,True,285413,0,0.645,0.803,0.436,88.625,-6.058,0.466,0.579,0.0,0.199,https://i.scdn.co/image/ab67616d00001e0233d73425bda93b69c9678ede,True,False
