artist_name,track_name,album_name,release_date,explicit,popularity,track_id,duration_ms,album_artwork_url,danceability,energy,valence,tempo,loudness,speechiness,acousticness,instrumentalness,liveness,is_album_track,is_feature,release_year,duration_min
Ras Kass,"Focus (feat. ProVerb, Latoiya Williams, Kendrick Lamar)",Barmageddon,2013-02-12,True,7,3ZleMz9RX3gDpINe4A7ojJ,216226,https://i.scdn.co/image/ab67616d00001e025e27afce3432aac1ce6bdd8d,0.907,0.641,0.497,108.503,-7.142,0.133,0.0135,1.62e-05,0.0624,False,True,2013,3.6037666666666666
Gunplay,Power Circle (feat. Rick Ross & Kendrick Lamar),"MMG Presents: Self Made, Vol. 2",2012-06-25,True,5,54jGeYL2hUk78OHDDTXfew,516826,https://i.scdn.co/image/ab67616d00001e027069c64cc85fcd37b9d6e8d1,0.586,0.744,0.473,159.985,-6.552,0.396,0.16,0.0,0.277,False,True,2012,8.613766666666667
Rich Gang,100 Favors (feat. Kendrick Lamar),100 Favors,2013-01-01,True,0,0fHy5kmMXGsbaupNXw0zgl,248120,https://i.scdn.co/image/ab67616d00001e02581fca62d7c95f5a2d7c7a12,0.505,0.637,0.0977,73.868,-5.824,0.115,0.225,0.0,0.129,False,True,2013,4.1353333333333335
Bigg Steele,My Boombox (feat. Kendrick Lamar),Skorcezzi,2014-03-04,True,5,67m7F9y62T7B6Qt0Q2QXr1,231601,https://i.scdn.co/image/ab67616d00001e02c82a30739a658c95f53a2847,0.516,0.867,0.521,161.1,-6.759,0.105,0.000175,0.0,0.0824,False,True,2014,3.8600166666666667
Droop-E,Rossi Wine (feat. Kendrick Lamar),Hungry and Humble,2013-07-16,True,28,4xhyLoAlssBTXH0cXqUZPI,252700,https://i.scdn.co/image/ab67616d00001e02dea7c813a96b88fec9494536,0.637,0.778,0.0632,140.007,-7.16,0.104,0.0303,0.0,0.278,False,True,2013,4.211666666666667
Balance,"Fa Sho (feat. Kendrick Lamar, Jay Rock & Freeway)",In Case You Slept,2013-12-17,True,12,1uWkVUZVqH5142GmIZvWWM,259866,https://i.scdn.co/image/ab67616d00001e02a9e1760c097625615da60dda,0.658,0.636,0.429,89.098,-11.69,0.391,0.0832,0.0,0.261,False,True,2013,4.3311
Reek da Villian,Go Off (feat. Kendrick Lamar),Reek What You Sow,2015-10-26,True,0,62IUpguTYDExJQL9wVMVz5,167053,https://i.scdn.co/image/ab67616d00001e02564de3ebb09b852136cfcb90,0.87,0.691,0.551,102.307,-8.931,0.314,0.0632,0.0,0.114,False,True,2015,2.7842166666666666
YG,Really Be (Smokin N Drinkin) (feat. Kendrick Lamar),My Krazy Life,2014-03-18,True,44,09WkOmmVBwqii0dT7SdRTQ,310878,https://i.scdn.co/image/ab67616d00001e02d5e1093f3b6f0a59114a4905,0.766,0.542,0.678,146.026,-8.467,0.392,0.00476,9.27e-06,0.668,False,True,2014,5.1813
Imagine Dragons,Radioactive (feat. Kendrick Lamar),Radioactive,2014-01-01,True,58,69yfbpvmkIaB10msnKT7Q5,276040,https://i.scdn.co/image/ab67616d00001e02d8941843ba4d684f76a94956,0.483,0.894,0.278,139.858,-3.9,0.223,0.0407,0.0,0.282,False,True,2014,4.600666666666666
Eminem,Love Game (feat. Kendrick Lamar),The Marshall Mathers LP2 (Deluxe),2013-11-05,True,0,2HLbZPvi1GHZ8jzLYNltmM,296953,https://i.scdn.co/image/ab67616d00001e024f22365402a62c4f6e1adb44,0.779,0.943,0.696,105.441,-2.524,0.174,0.364,0.0,0.641,False,True,2013,4.949216666666667
